City,Year,Sport,Discipline,Event,Athlete,Gender,Country,Medal
Montreal,1976,Athletics,Athletics,long jump,"MCMILLAN, Catherine Laverne",Women,United States,Silver
Montreal,1976,Athletics,Athletics,high jump,"BLAGOEVA-DIMITROVA, Yordanka",Women,Bulgaria,Bronze
Montreal,1976,Athletics,Athletics,400m hurdles,"GAVRILENKO, Yevgeni",Men,Soviet Union,Bronze
Montreal,1976,Athletics,Athletics,marathon,"LISMONT, Karel",Men,Belgium,Bronze
Montreal,1976,Athletics,Athletics,4x100m relay,"POSSEKEL, Elvira",Women,West Germany,Silver
Montreal,1976,Athletics,Athletics,4x100m relay,"STECHER, Renate",Women,East Germany,Gold
Montreal,1976,Athletics,Athletics,4x400m relay,"BROWN, Benjamin Gene",Men,United States,Gold
Montreal,1976,Athletics,Athletics,200m,"RICHTER-IRRGANG, Annegret",Women,West Germany,Silver
Montreal,1976,Athletics,Athletics,200m,"QUARRIE, Donald",Men,Jamaica,Gold
Montreal,1976,Athletics,Athletics,10000m,"LOPES, Carlos",Men,Portugal,Silver
Montreal,1976,Athletics,Athletics,400m,"NEWHOUSE, Frederick Vaughn",Men,United States,Silver
Montreal,1976,Athletics,Athletics,javelin throw,"SIITONEN, Hannu Juhani",Men,Finland,Silver
Montreal,1976,Athletics,Athletics,pole vault,"KALLIOMÄKI, Antti Tapani",Men,Finland,Silver
Montreal,1976,Athletics,Athletics,4x400m relay,"KOLESNIKOVA-ILYINA, Nadezhda",Women,Soviet Union,Bronze
Montreal,1976,Athletics,Athletics,110m hurdles,"DRUT, Guy",Men,France,Gold
Montreal,1976,Athletics,Athletics,triple jump,"DE OLIVEIRA, Joao Carlos",Men,Brazil,Bronze
Montreal,1976,Athletics,Athletics,hammer throw,"SPIRIDONOV, Aleksei",Men,Soviet Union,Silver
Montreal,1976,Athletics,Athletics,discus throw,"HINZMANN, Gabriele",Women,East Germany,Bronze
Montreal,1976,Athletics,Athletics,4x100m relay,"BORZOV, Valery",Men,Soviet Union,Bronze
Montreal,1976,Athletics,Athletics,long jump,"ALFEEVA, Lidia",Women,Soviet Union,Bronze
Montreal,1976,Athletics,Athletics,400m,"SZEWINSKA, Irena",Women,Poland,Gold
Montreal,1976,Athletics,Athletics,shot put,"FIBINGEROVA, Helena",Women,Czechoslovakia,Bronze
Montreal,1976,Athletics,Athletics,4x100m relay,"KOKOT, Manfred",Men,East Germany,Silver
Montreal,1976,Athletics,Athletics,4x400m relay,"HOFMEISTER, Franz-Peter",Men,West Germany,Bronze
Montreal,1976,Athletics,Athletics,high jump,"SIMEONI, Sara",Women,Italy,Silver
Montreal,1976,Athletics,Athletics,4x400m relay,"SCHMID, Harald",Men,West Germany,Bronze
Montreal,1976,Athletics,Athletics,4x400m relay,"GREENE-JILES, Pamela",Women,United States,Silver
Montreal,1976,Athletics,Athletics,discus throw,"VERGOVA-PETKOVA, Maria",Women,Bulgaria,Silver
Montreal,1976,Athletics,Athletics,800m,"JUANTORENA, Alberto",Men,Cuba,Gold
Montreal,1976,Athletics,Athletics,discus throw,"WILKINS, Malcolm Maurice",Men,United States,Gold
Montreal,1976,Athletics,Athletics,4x400m relay,"SAPENTER, Deborah Elaine",Women,United States,Silver
Montreal,1976,Athletics,Athletics,110m hurdles,"CASANAS RAMIREZ, Alejandro",Men,Cuba,Silver
Montreal,1976,Athletics,Athletics,1500m,"KLAPEZYNSKI-BRUNS, Ulrike",Women,East Germany,Bronze
Montreal,1976,Athletics,Athletics,4x100m relay,"JONES, John Wesley",Men,United States,Gold
Montreal,1976,Athletics,Athletics,100m,"HELTEN, Inge",Women,West Germany,Bronze
Montreal,1976,Athletics,Athletics,4x100m relay,"AKSININ, Aleksandr",Men,Soviet Union,Bronze
Montreal,1976,Athletics,Athletics,4x100m relay,"PROROCHENKO, Tatiana",Women,Soviet Union,Bronze
Montreal,1976,Athletics,Athletics,100m,"CRAWFORD, Hasely",Men,Trinidad and Tobago,Gold
Montreal,1976,Athletics,Athletics,4x100m relay,"ZHARKOVA-MASLAKOVA, Liudmila",Women,Soviet Union,Bronze
Montreal,1976,Athletics,Athletics,4x100m relay,"KRONIGER, Annegret",Women,West Germany,Silver
Montreal,1976,Athletics,Athletics,javelin throw,"BECKER-STEINER, Marion",Women,West Germany,Silver
Montreal,1976,Basketball,Basketball,basketball,"GEORGIJEVSKI, Blagoje",Men,Yugoslavia,Silver
Montreal,1976,Basketball,Basketball,basketball,"SKERLATOVA, Girgina",Women,Bulgaria,Bronze
Montreal,1976,Basketball,Basketball,basketball,"OVECHKINA, Tatiana",Women,Soviet Union,Gold
Montreal,1976,Basketball,Basketball,basketball,"MIKHAILOVA, Snezhana",Women,Bulgaria,Bronze
Montreal,1976,Basketball,Basketball,basketball,"LIEBERMAN, Nancy Lizabeth",Women,United States,Silver
Montreal,1976,Basketball,Basketball,basketball,"ZAKHAROVA-NADIROVA, Tatiana",Women,Soviet Union,Gold
Montreal,1976,Basketball,Basketball,basketball,"MARQUIS, Gail Annette",Women,United States,Silver
Montreal,1976,Basketball,Basketball,basketball,"MAY, Scott Glenn",Men,United States,Gold
Montreal,1976,Basketball,Basketball,basketball,"LEWIS, Charlotte",Women,United States,Silver
Montreal,1976,Basketball,Basketball,basketball,"KORKIYA, Mikhail",Men,Soviet Union,Bronze
Montreal,1976,Basketball,Basketball,basketball,"KUPCHAK, Mitchell",Men,United States,Gold
Montreal,1976,Basketball,Basketball,basketball,"METODIEVA, Penka",Women,Bulgaria,Bronze
Montreal,1976,Basketball,Basketball,basketball,"DANTLEY, Adrian Delano",Men,United States,Gold
Montreal,1976,Basketball,Basketball,basketball,"JELOVAC, Vinko",Men,Yugoslavia,Silver
Montreal,1976,Basketball,Basketball,basketball,"KURVYAKOVA, Raisa",Women,Soviet Union,Gold
Montreal,1976,Basketball,Basketball,basketball,"GIUROVA, Krassimira",Women,Bulgaria,Bronze
Montreal,1976,Basketball,Basketball,basketball,"COSIC, Kresimir",Men,Yugoslavia,Silver
Montreal,1976,Basketball,Basketball,basketball,"SHEPPARD, Steven",Men,United States,Gold
Montreal,1976,Basketball,Basketball,basketball,"FERYABNIKOVA, Nelli",Women,Soviet Union,Gold
Montreal,1976,Basketball,Basketball,basketball,"RUPSHENE, Angelia",Women,Soviet Union,Gold
Montreal,1976,Basketball,Basketball,basketball,"FORD, Philip Jackson, Jr.",Men,United States,Gold
Montreal,1976,Basketball,Basketball,basketball,"ROJCEWICZ, Susan Marie",Women,United States,Silver
Montreal,1976,Basketball,Basketball,basketball,"CARR, Kenneth Alan",Men,United States,Gold
Montreal,1976,Basketball,Basketball,basketball,"MYSHKIN, Anatoli",Men,Soviet Union,Bronze
Montreal,1976,Basketball,Basketball,basketball,"MAKAVEEVA, Petkana",Women,Bulgaria,Bronze
Montreal,1976,Basketball,Basketball,basketball,"ARZAMASKOV, Vladimir",Men,Soviet Union,Bronze
Montreal,1976,Basketball,Basketball,basketball,"SHUVAEVA-OLKHOVA, Nadezhda",Women,Soviet Union,Gold
Montreal,1976,Basketball,Basketball,basketball,"DAVIS, Walter Paul",Men,United States,Gold
Montreal,1976,Basketball,Basketball,basketball,"BOGDANOVA, Krasimira",Women,Bulgaria,Bronze
Montreal,1976,Basketball,Basketball,basketball,"BROGDEN, Cinderella Jane",Women,United States,Silver
Montreal,1976,Basketball,Basketball,basketball,"SOLMAN, Damir",Men,Yugoslavia,Silver
Montreal,1976,Basketball,Basketball,basketball,"BARISHEVA-KOROSTELEVA, Olga",Women,Soviet Union,Gold
Montreal,1976,Basketball,Basketball,basketball,"BELOV, Sergei",Men,Soviet Union,Bronze
Montreal,1976,Basketball,Basketball,basketball,"SLAVNIC, Zoran",Men,Yugoslavia,Silver
Montreal,1976,Basketball,Basketball,basketball,"DELIBASIC, Mirza",Men,Yugoslavia,Silver
Montreal,1976,Basketball,Basketball,basketball,"GRUNFELD, Ernest",Men,United States,Gold
Montreal,1976,Basketball,Basketball,basketball,"DILOVA-BRAYNOVA, Diana",Women,Bulgaria,Bronze
Montreal,1976,Basketball,Basketball,basketball,"SUKHARNOVA, Olga",Women,Soviet Union,Gold
Montreal,1976,Basketball,Basketball,basketball,"SEMENOVA, Iuliana",Women,Soviet Union,Gold
Montreal,1976,Basketball,Basketball,basketball,"VARAJIC, Zarko",Men,Yugoslavia,Silver
Montreal,1976,Basketball,Basketball,basketball,"LAGARDE, Thomas Joseph",Men,United States,Gold
Montreal,1976,Basketball,Basketball,basketball,"BUCKNER, William Quinn",Men,United States,Gold
Montreal,1976,Basketball,Basketball,basketball,"ZAKHAROVA, Nadezhda",Women,Soviet Union,Gold
Montreal,1976,Basketball,Basketball,basketball,"EDESHKO, Ivan",Men,Soviet Union,Bronze
Montreal,1976,Basketball,Basketball,basketball,"TKACHENKO, Vladimir",Men,Soviet Union,Bronze
Montreal,1976,Basketball,Basketball,basketball,"ZHARMUKHAMEDOV, Alzhan",Men,Soviet Union,Bronze
Montreal,1976,Basketball,Basketball,basketball,"KNEGO, Andro",Men,Yugoslavia,Silver
Montreal,1976,Basketball,Basketball,basketball,"GOLTCHEVA, Nadka",Women,Bulgaria,Bronze
Montreal,1976,Basketball,Basketball,basketball,"ROBERTS, Patricia Ann",Women,United States,Silver
Montreal,1976,Basketball,Basketball,basketball,"BELOV, Aleksandr",Men,Soviet Union,Bronze
Montreal,1976,Basketball,Basketball,basketball,"ZIZIC, Rajko",Men,Yugoslavia,Silver
Montreal,1976,Basketball,Basketball,basketball,"HARRIS, Lusia Mae",Women,United States,Silver
Montreal,1976,Basketball,Basketball,basketball,"HEAD, Patricia Sue",Women,United States,Silver
Montreal,1976,Basketball,Basketball,basketball,"HUBBARD, Phillip Gregory",Men,United States,Gold
Montreal,1976,Basketball,Basketball,basketball,"MAKEEV, Andrei",Men,Soviet Union,Bronze
Montreal,1976,Basketball,Basketball,basketball,"DUNKLE, Nancy Lynn",Women,United States,Silver
Montreal,1976,Basketball,Basketball,basketball,"MEYERS, Ann Elizabeth",Women,United States,Silver
Montreal,1976,Basketball,Basketball,basketball,"JERKOV, Zeljko",Men,Yugoslavia,Silver
Montreal,1976,Basketball,Basketball,basketball,"STOYANOVA, Maria",Women,Bulgaria,Bronze
Montreal,1976,Basketball,Basketball,basketball,"O'CONNOR, Mary Anne",Women,United States,Silver
Montreal,1976,Basketball,Basketball,basketball,"STOYANOVA, Penka",Women,Bulgaria,Bronze
Montreal,1976,Basketball,Basketball,basketball,"SALNIKOV, Aleksandr",Men,Soviet Union,Bronze
Montreal,1976,Basketball,Basketball,basketball,"ARMSTRONG, Michael Taylor (Tate)",Men,United States,Gold
Montreal,1976,Basketball,Basketball,basketball,"KICANOVIC, Dragan",Men,Yugoslavia,Silver
Montreal,1976,Basketball,Basketball,basketball,"KLIMOVA, Natalya",Women,Soviet Union,Gold
Montreal,1976,Basketball,Basketball,basketball,"MILOSERDOV, Valeri",Men,Soviet Union,Bronze
Montreal,1976,Basketball,Basketball,basketball,"ZHIGILY, Vladimir",Men,Soviet Union,Bronze
Montreal,1976,Basketball,Basketball,basketball,"DAUNENE, Tamara",Women,Soviet Union,Gold
Montreal,1976,Basketball,Basketball,basketball,"DALIPAGIC, Drazen",Men,Yugoslavia,Silver
Montreal,1976,Basketball,Basketball,basketball,"YORDANOVA, Todorka",Women,Bulgaria,Bronze
Montreal,1976,Basketball,Basketball,basketball,"CHTARKELOVA, Margarita",Women,Bulgaria,Bronze
Montreal,1976,Basketball,Basketball,basketball,"SIMPSON, Julienne Brazinski",Women,United States,Silver
Montreal,1976,Boxing,Boxing,63.5 - 67kg (welterweight),"GAMARRO, Pedro José",Men,Venezuela,Silver
Montreal,1976,Boxing,Boxing,67 - 71kg (light-middleweight),"SAVCHENKO, Viktor",Men,Soviet Union,Bronze
Montreal,1976,Boxing,Boxing,60 - 63.5kg (light-welterweight),"SZCZERBA, Kazimierz",Men,Poland,Bronze
Montreal,1976,Boxing,Boxing,60 - 63.5kg (light-welterweight),"KOLEV, Vladimir",Men,Bulgaria,Bronze
Montreal,1976,Boxing,Boxing,71-75kg,"MARTINEZ SANCHEZ, Luis Felipe",Men,Cuba,Bronze
Montreal,1976,Boxing,Boxing,57 - 60kg (lightweight),"DAVIS, Howard Edward, Jr.",Men,United States,Gold
Montreal,1976,Boxing,Boxing,75 - 81kg (light-heavyweight),"SPINKS, Leonard, Jr.",Men,United States,Gold
Montreal,1976,Boxing,Boxing,+ 81kg (heavyweight),"TATE, John",Men,United States,Bronze
Montreal,1976,Boxing,Boxing,54 - 57kg (featherweight),"KOSEDOWSKI, Leszek",Men,Poland,Bronze
Montreal,1976,Boxing,Boxing,48 - 51kg (flyweight),"TOROSYAN, David",Men,Soviet Union,Bronze
Montreal,1976,Boxing,Boxing,60 - 63.5kg (light-welterweight),"LEONARD, Ray Charles",Men,United States,Gold
Montreal,1976,Boxing,Boxing,51 - 54kg (bantamweight),"COWDELL, Patrick",Men,United Kingdom,Bronze
Montreal,1976,Boxing,Boxing,+ 81kg (heavyweight),"STEVENSON, Teofilo",Men,Cuba,Gold
Montreal,1976,Boxing,Boxing,54 - 57kg (featherweight),"PAREDES, Juan",Men,Mexico,Bronze
Montreal,1976,Boxing,Boxing,- 48kg (light-flyweight),"MALDONADO, Orlando",Men,Puerto Rico*,Bronze
Montreal,1976,Boxing,Boxing,54 - 57kg (featherweight),"HERRERA VERA, Angel",Men,Cuba,Gold
Montreal,1976,Boxing,Boxing,48 - 51kg (flyweight),"DUVALON CARRION, Ramon",Men,Cuba,Silver
Montreal,1976,Boxing,Boxing,71-75kg,"SPINKS, Michael L.",Men,United States,Gold
Montreal,1976,Boxing,Boxing,75 - 81kg (light-heavyweight),"DAFINOIU, Costica",Men,Romania,Bronze
Montreal,1976,Boxing,Boxing,48 - 51kg (flyweight),"RANDOLPH, Leonard",Men,United States,Gold
Montreal,1976,Boxing,Boxing,- 48kg (light-flyweight),"HERNANDEZ PADRON, Jorge",Men,Cuba,Gold
Montreal,1976,Boxing,Boxing,+ 81kg (heavyweight),"SIMON, Mircea",Men,Romania,Silver
Montreal,1976,Boxing,Boxing,57 - 60kg (lightweight),"RUSEVSKI, Ace",Men,Yugoslavia,Bronze
Montreal,1976,Boxing,Boxing,63.5 - 67kg (welterweight),"ZILBERMAN, Victor",Men,Romania,Bronze
Montreal,1976,Boxing,Boxing,67 - 71kg (light-middleweight),"GARBEY, Rolando",Men,Cuba,Bronze
Montreal,1976,Boxing,Boxing,51 - 54kg (bantamweight),"GU, Young Jo",Men,"Korea, North",Gold
Montreal,1976,Boxing,Boxing,71-75kg,"RISKIEV, Rufat",Men,Soviet Union,Silver
Montreal,1976,Boxing,Boxing,+ 81kg (heavyweight),"HILL, Clarence",Men,Bermuda*,Bronze
Montreal,1976,Boxing,Boxing,60 - 63.5kg (light-welterweight),"ALDAMA CABRERA, Andres",Men,Cuba,Silver
Montreal,1976,Boxing,Boxing,48 - 51kg (flyweight),"BLAZYNSKI, Leszek",Men,Poland,Bronze
Montreal,1976,Boxing,Boxing,63.5 - 67kg (welterweight),"BACHFELD, Jochen",Men,East Germany,Gold
Montreal,1976,Boxing,Boxing,57 - 60kg (lightweight),"SOLOMIN, Vasili",Men,Soviet Union,Bronze
Montreal,1976,Boxing,Boxing,- 48kg (light-flyweight),"LI, Byong Uk",Men,"Korea, North",Silver
Montreal,1976,Boxing,Boxing,67 - 71kg (light-middleweight),"KACAR, Tadija",Men,Yugoslavia,Silver
Montreal,1976,Boxing,Boxing,75 - 81kg (light-heavyweight),"GORTAT, Janusz",Men,Poland,Bronze
Montreal,1976,Boxing,Boxing,- 48kg (light-flyweight),"POOLTARAT, Payao",Men,Thailand,Bronze
Montreal,1976,Boxing,Boxing,51 - 54kg (bantamweight),"MOONEY, Charles Michael",Men,United States,Silver
Montreal,1976,Boxing,Boxing,54 - 57kg (featherweight),"NOWAKOWSKI, Richard",Men,East Germany,Silver
Montreal,1976,Boxing,Boxing,57 - 60kg (lightweight),"CUTOV, Simion",Men,Romania,Silver
Montreal,1976,Boxing,Boxing,67 - 71kg (light-middleweight),"RYBICKI, Jerzy",Men,Poland,Gold
Montreal,1976,Boxing,Boxing,75 - 81kg (light-heavyweight),"SORIA CABRERA, Sixto",Men,Cuba,Silver
Montreal,1976,Boxing,Boxing,71-75kg,"NASTAC, Alexandru",Men,Romania,Bronze
Montreal,1976,Boxing,Boxing,51 - 54kg (bantamweight),"RYBAKOV, Viktor",Men,Soviet Union,Bronze
Montreal,1976,Boxing,Boxing,63.5 - 67kg (welterweight),"SKRICEK, Reinhard",Men,West Germany,Bronze
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-1 500m (kayak single),"HELM, Rüdiger",Men,East Germany,Bronze
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,C-1 500m (canoe single),"ROGOV, Aleksandr",Men,Soviet Union,Gold
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,C-2 500m (canoe double),"OPARA, Jerzy",Men,Poland,Silver
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),"DEGTYAREV, Aleksandr",Men,Soviet Union,Gold
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-1 1000m (kayak single),"DIBA, Vasile",Men,Romania,Bronze
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),"GOPOVA-TROFIMOVA, Nina",Women,Soviet Union,Gold
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),"CHUKHRAI, Sergei",Men,Soviet Union,Gold
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-1 500m (kayak single),"DIBA, Vasile",Men,Romania,Gold
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),"BISCHOF, Frank-Peter",Men,East Germany,Bronze
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,C-1 1000m (canoe single),"LJUBEK, Matija",Men,Yugoslavia,Gold
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),"MENENDEZ RODRIGUEZ, Herminio",Men,Spain,Silver
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-1 500m (kayak single),"ZIRZOW, Carola",Women,East Germany,Gold
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-2 1000m (kayak double),"ROMANOVSKY, Vladimir",Men,Soviet Union,Gold
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-2 1000m (kayak double),"MATTERN, Joachim",Men,East Germany,Silver
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-2 1000m (kayak double),"BAKO, Zoltan",Men,Hungary,Bronze
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),"DUVIGNEAU, Bernd",Men,East Germany,Bronze
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),"PFEFFER, Anna",Women,Hungary,Silver
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,C-2 1000m (canoe double),"PETRENKO, Sergei",Men,Soviet Union,Gold
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),"SERHEI, Larion",Men,Romania,Bronze
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),"LEHNERT, Jürgen",Men,East Germany,Bronze
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-2 1000m (kayak double),"SZABO, Istvan",Men,Hungary,Bronze
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,C-1 1000m (canoe single),"YURCHENKO, Vasili",Men,Soviet Union,Silver
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),"FILATOV, Yuri",Men,Soviet Union,Gold
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-2 1000m (kayak double),"OLBRICHT, Bernd",Men,East Germany,Silver
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-1 1000m (kayak single),"CSAPO, Geza",Men,Hungary,Silver
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,C-2 1000m (canoe double),"BUDAY, Tamas",Men,Hungary,Bronze
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),"NAGORNYI, Sergei",Men,Soviet Union,Silver
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-2 1000m (kayak double),"NAGORNYI, Sergei",Men,Soviet Union,Gold
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,C-2 500m (canoe double),"VINOGRADOV, Aleksandr",Men,Soviet Union,Gold
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,C-2 1000m (canoe double),"SIMIONOV, Gheorghe",Men,Romania,Silver
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),"KÖSTER, Bärbel",Women,East Germany,Bronze
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),"MOROZOV, Vladimir",Men,Soviet Union,Gold
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-1 500m (kayak single),"RAJNAI, Klara",Women,Hungary,Bronze
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-1 500m (kayak single),"KORSHUNOVA, Tatyana",Women,Soviet Union,Silver
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-1 1000m (kayak single),"HELM, Rüdiger",Men,East Germany,Gold
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,C-2 1000m (canoe double),"FREY, Oszkar",Men,Hungary,Bronze
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,C-1 500m (canoe single),"LJUBEK, Matija",Men,Yugoslavia,Bronze
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),"MALIHIN, Policarp",Men,Romania,Bronze
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,C-2 500m (canoe double),"BUDAY, Tamas",Men,Hungary,Bronze
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),"RAJNAI, Klara",Women,Hungary,Silver
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),"RAMOS MISIONE, Luis Gregorio",Men,Spain,Silver
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),"ZIRZOW, Carola",Women,East Germany,Bronze
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),"ROMANOVSKY, Vladimir",Men,Soviet Union,Silver
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,C-2 1000m (canoe double),"DANIELOV, Gheorghe",Men,Romania,Silver
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,C-1 500m (canoe single),"WOOD, John",Men,Canada,Silver
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-1 500m (kayak single),"SZTANITY, Zoltan",Men,Hungary,Silver
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),"HELM, Rüdiger",Men,East Germany,Bronze
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,C-2 500m (canoe double),"FREY, Oszkar",Men,Hungary,Bronze
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),"LOPEZ DIAZ FLOR, Jose Ramon",Men,Spain,Silver
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),"OLBRICHT, Bernd",Men,East Germany,Gold
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,C-2 1000m (canoe double),"VINOGRADOV, Aleksandr",Men,Soviet Union,Gold
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),"MATTERN, Joachim",Men,East Germany,Gold
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,C-1 1000m (canoe single),"WICHMANN, Tamas",Men,Hungary,Bronze
